Text,Sentiment
the filter and the flavor of this cigarette should be changed,0
the hardness of this cigarette should be reduced because it caused irritation in the throat,0
it is hard,0
this cigarette caused irritation in the throat while smoking this aspect should be changed,0
the flavor of this cigarette should be increased,0
the cigarette was little bit hard before bursting the capsule it also caused irritation in the throat,0
this cigarette is not very smooth it also caused irritation in the throat this aspect should be changed,0
this cigarette is little bit hard before bursting the capsule the hardness should be reduced,0
no changes required in this cigarette the flavor is very good,1
this cigarette caused little bit irritation in the throat after bursting the capsule this aspect should be changed,0
everything is fine it is very good flavor is good no need to change anything,1
everything is fine it is very good ,1
no changes are required it is very good ,1
it is very good no changes are required it is liked by everyone,1
no i feel everything is fine no changes are required ,1
it was light before breaking it should be made good,0
it was okay it feels cool afterwards no changes needed,1
no everything is fine mint flavor and cooling is perfect ,1
no everything is fine mint flavor is perfect ,1
no it is great it has mint taste which feels cool in throat,1
it was hard like tobacco can be felt in throat ,0
it irritates when we inhale the smoke,0
no need to change it is good cigarette ,1
before breaking it was okay after breaking it felt hard no changes just hard should be less,0
cigarette is good,1
no changes needed,1
cigarette effect is less it should be 10 to 20% strong,0
before breaking it feels normal then flavor comes,1
mint flavor should be more,0
before opening mint it was slightly hard otherwise it is nice ,0
this cigarette should be like normal cigarette when i opened mint flavor it is not proper it should be more,0
no everything was fine smooth and after opening the capsule it went mild ,1
taste should be more before opening the capsule taste is less,0
no it is fine it is very good while smoking no changes are required no,1
no it is lite cigarette ,1
tobacco quantity is too much it should be lite,0
it was lite before opening it so it should be strong,0
it should be more strong,0
yes it should be strong ,0
no everything is fine it is smooth and lite ,1
it should be slightly lite and flavor is too much,0
it was slightly strong and bitter after opening the capsule taste is like happy dent ,0
it is bitter that should be replaced ,0
no everything is fine i like it ,1
yes it is very lite so it should be strong i like its taste after opening the capsule ,0
it was normal i like it ,1
this cigarette was bit light other things were okay,0
cigarette was light before bursting the capsule and after burting capsule it became strong,0
there is bitterness while smoking they should reduce that ,0
no cigarette is very nice and flavor is perfect ,1
before opening the capsule it is slightly hard and mint flavor is hard,0
it should be lite,0
it was nice before opening the capsule mint is slightly hard so that should be replaced ,0
i feel it in the throat before breaking it i think it should be slightly smooth then it is okay no change is required ,0
no everything is fine no,1
no it is very good it is fine yes,1
it is fine it is good while breaking it ,1
it is good there mint should be less it is too cold nothing more,0
no changes are required it is very good no,1
shape changed after breaking it no changes are required it is fine it was hard at the start no i don̵t want any change,1
the taste was slightly bitter before bursting the capsule this aspect should be changed,0
no changes required in this cigarette everything is good,1
this cigarette should be little bit hard and rest everything is fine,0
before bursting the capsule there were no flavors  the manufacturer should add some flavors,0
no changes required in this cigarette it was okay even before or after bursting the capsule,1
before bursting the capsule there were no flavors the taste was good after bursting the capsule it should be same taste in the entire cigarette,0
no cigarette is very nice everything is fine ,1
no everything is perfect ,1
no everything is fine but it is slightly hard so that can be replaced ,0
before opening the capsule puffing is hard and after opening the capsule mint is too much,0
before opening the capsule it was lite and after opening the capsule mint is too much so mint should be lite,0
no everything is fine but it should be lite because it is irritating in the throat ,0
it would be better ifthey increase the taste  a bit,0
there is smell and anyone can know that we have smoked a cigarette that smell shouldn̵t be there,0
no response ,1
it was good before breaking but it was great after also no change needed,1
changes are not required,1
they should change the filter and [inaudible],0
after breaking capsule it is cool no change is needed,1
before breaking it is very hard after breaking it is cool,0
taste of tobacco is hard they should make id light,0
before breaking it is okay after breaking it is cool,1
cigarette was normal it was good  after burting capsule it was  ood to smoke,1
before opening the capsule hardness should be reduced after opening the capsule flavor is nice,0
cigarette is very nice and i will share it with my friend ,1
tobacco flavor should be reduced,0
before bursting the capsule taste of cigarette was weird and after burting capsule cigarette was good,0
before opening the capsule it is fine but after opening the capsule it is perfect ,1
no changes required cigarette was smooth and mint taste was good and it was easy to drag,1
this cigarette is hard they should make it light,0
[inaudible]mint flavor is very good,1
this cigarette is hard and it was hitting inside the throat,0
before bursting the capsule this cigarette is bit light they should make it hard,0
this cigarette is bit light they should make it hard,0
this cigarette was good to smoke it is smooth and light i liked it,1
mint flavor is too much ,0
mint is too hard it irritates while opening the capsule ,0
before opening the capsule it was irritating in the throat ,0
it is harsh and mint is too much,0
after opening the capsule flavor is too much so it should be reduced ,0
before opening the capsule it was hard but after opening the capsule it was smooth,0
before opening the capsule tobacco is had so that should be replaced ,0
tobacco need to change before burst,0
mint flavor should be added,0
before burst its smoothness was less after burst it was perfect,0
it should be made mild mint flavor is not strong,0
no changes should be made ,0
cigarette is okay,1
no changes should be made ,1
there was no irritation ,1
tobacco should be less,0
no change needed ,1
no change needed taste was good and smooth,1
hardness need to reduce before burst,0
it was feeling cool felt good tobacco was good,1
flavor is very good,1
no change is required ,1
no changes required in this cigarette i like the cooling sensation,1
the length of filter should be increased,0
the quality of tobacco was not very good and the taste was also bad these aspect should be changed,0
the cigarette was hard before bursting the capsule the hardness should be reduced and the length of filter should be increased,0
no changes required in this cigarette i like it it was light and good,1
the cooling effect should be increased,0
no changes required in this cigarette it is smooth and the taste is also good,1
the filter of this cigarette should be changed,0
after burst of capsule it was slightly poking in neck,0
filter size need to increase bit,0
smoke is very light,0
its hardness need to reduce,0
after burst its mint quantity was more it was choking in neck,0
before burst it was very harsh,0
filter should be replaced and before opening the capsule it is slightly bitter ,0
this cigarette is very light it should be little bit strong,0
the cigarette was strong it should be little bit light,0
the cigarette is hard the hardness should be reduced,0
the lemon flavor should be little bit light,0
no everything is fine good while puffing ,1
before bursting the capsule the cigarette was very light it should be little bit strong ,0
the length of this cigarette should be little bit increased,0
no changes required in this cigarette i like the flavor after bursting the capsule,1
the cigarette was little bit hard before bursting the capsule the hardness should be reduced,0
before opening the capsule smoke was not proper but after opening the capsule smoke is nice,0
before opening the capsule it was slightly hard but after opening the capsule it is nice,0
it is normal cigarette no need to change,1
it is very light didnt felt any taste in it,0
filter should be better otherwise it is fine,0
before opening the capsule it was fine and after opening the capsule it should be smooth,0
after opening the capsule flavor is too much so that should be reduced ,0
after opening the capsule filter is slightly hard due to which puffing is hard so it should be replaced ,0
before opening the capsule it was slightly hard tobacco is not proper after opening the capsule it is nice,0
before opening the capsule it is fine but after opening the capsule it is irritating in the throat so that should be reduced ,0
smoke was too much it was irritating in the throat ,0
flavor should be replaced i didn̵t like it,0
it is irritating in the throat smoke and cooling should be reduced,0
before opening the capsule it was hard so this hardness should be reduced ,0
before opening the capsule puffing is hard it should be easy and after opening the capsule it is nice,0
before opening the capsule it is bitter it should be replaced ,0
tobacco is hard before opening the capsule it should be lite,0
after opening the capsule cooling is too much ,0
after breaking capsule it tastes bitter,0
before breaking puffs are hard it was good after breaking capsule,0
it is good before breaking capsule after that is was harsh on throat ,0
it is too cool should be slightly reduced,0
before breaking capsule it was hard afterwards it was light,0
pepper mint quantity is too high after breaking capsule it should be reduced ,0
before breaking it is harsh on throat after breaking it is good,0
before breaking is hard after breaking it is good,0
before breaking capsule it was hard after breaking it was light puffs are hard,0
it is light after breaking it is too cool it should be reduced ,0
before breaking capsule it is hard after breaking it is good filter is hard,0
before breaking capsule it is good after breaking capsule taste is bad,0
after breaking capsule it tastes good,1
after breaking capsule it is light before breaking capsule it is hard,0
it should be smooth before breaking capsule but after breaking mint flavor is good,0
flavor is too cool it should be reduced,0
no need to change before breaking capsule it is hard should be light,0
it is smooth before and after breaking capsule but mint flavor should be reduced slightly,0
mint flavor is too much,0
before breaking capsule it is good it is not harsh on throat coolness shoould be reduced after breaking capsule,0
before bursting the capsule the taste was little bit light it should be strong so that the cigarette would be much better,0
the flavor after bursting the capsule should be changed,0
before bursting the capsule the taste was little bit hard and after bursting the capsule the taste was okay but it was difficult to burst the capsule,0
before bursting the capsule the taste was normal and after bursting the capsule i observed cooling sensation,0
it was difficult to burst the capsule but the cigarette was good ,0
no changes required in this cigarette it is better than other existing cigarette in the market,1
it was difficult to burst the capsule but the cigarette was good,0
no changes required in this cigarette the mint was okay,1
the flavor was very light and after bursting the capsule the flavor was like orange the capsule was not very good,0
no changes required in this cigarette the taste was good and it was easy to smoke,1
no changes required in this cigarette it was smooth and easy to take puffs it doesnt cause irritation in the throat,1
no changes required in this cigarette it is nice to smoke i like the mint and orange flavors,1
no changes required in this cigarette it is easy to smoke,1
i observed little bit bitterness while smoking this cigarette the bitterness should be reduced,0
the cigarette was hard before bursting the capsule it should be smooth,0
no changes required in this cigarette overall it was good,1
the proportion of mint should be reduced in this cigarette,0
the hardness of tobacco should be reduced in this cigarette,0
no changes required in this cigarette it was good,1
before bursting the capsule the taste was little bit bitter this aspect should be changed,0
after bursting the capsule the taste was not very good this aspect should be changed,0
no changes required in this cigarette it was smooth,1
no changes required in this cigarette it was smooth and the taste was also good,1
no changes required in this cigarette it is smooth and it doesnt cause irritation in the throat,1
the cooling effect should be reduced in this cigarette it was very cool after bursting the capsule,0
this cigarette is very hard it should be little bit light and the mint should be reduced,0
tobacco content should be strong,0
after bursting the capsule the mint flavor was not very good this aspect should be changed,0
cigarette is strong and there was no cooling after breaking it was okay,0
no changes required in this cigarette both the tastes are good,1
this cigarette is strong,0
the cooling effect should be reduced in this cigarette it caused irritation in the nose ,0
it should be made light,0
the hardness of tobacco should be reduced in this cigarette it caused irritation in the throat it was good after bursting the capsule,0
no changes required in this cigarette it is strong and i like it,1
it is hard it should be made normal,0
after bursting the capsule the cooling effect was very high it should be reduced,0
the cigarette was hard after bursting the capsule it caused irritation in the throat ,0
after bursting the capsule the flavor was very hard it caused irritation in the eyes,0
tobacco is strong,0
the quality of tobacco should be improved and the mint should be changed it was not very good,0
this cigarette should be improved because the amount of smoke was very low before bursting the capsule,0
this cigarette was very light before bursting the capsule it was good after bursting the capsule,0
before breaking it was hard capsule should be made small,0
this cigarette should be improved because it caused irritation in the throat while smoking,0
no changes required in this cigarette i like both the taste even before or after bursting the capsule,1
it feels in the throat,0
no need to change it is good and smooth,1
it was strong it felt in throat ,0
this cigarette was hard before bursting the capsule the hardness should be reduced,0
no changes required in this cigarette the taste was good even before or after bursting the capsule,1
no changes required in this cigarette i like the taste and the flavor,1
no changes required in this cigarette the cigarette was little bit hard after bursting the capsule and i like it,1
the cooling effect should be increased in this cigarette it caused little bit irritation in the throat this aspect should be improved,0
this cigarette caused slight irritation in the throat and rest everything is fine,1
the amount of mint was high after bursting the capsule it should be reduced,0
no changes required in this cigarette it is good even before or after bursting the capsule,1
the amount of mint was little bit high after bursting the capsule it should be reduced the flavor was good,0
it was very difficult to take puffs before bursting the capsule and the cooling effect was very high after bursting the capsule,0
the filter of this cigarette should be changed the lemon flavor was also not very good,0
no changes are required i liked its taste,1
everything is fine no changes are required ,1
i felt like it was hard when i smoked it second time first time it was perfect,0
no changes are required here it has good flavor ,1
taste is good it is alright,1
it is alright,1
cigarette is light it should be made strong mint flavor is good,0
tobacco flavor was more,0
after breaking it is not so good,0
it was light before and then it felt cool after breaking,0
tobacco is strong it should be made less,0
it was smooth mint flavor was good,1
no it was good ,1
no it was good felt cool in the throat,1
mint flavor no changes needed ,1
it was good no changes,1
tobacco is not good nothing special tobacco should be changed,0
size should be increased rest it is okay,0
hardness should be less,0
it is strong before breaking then it was okay,0
yes cigarette should be slightly lite i don̵t like it,0
nothing like that everything is fine,1
no everything was fine it was nice before opening the mint as well as after opening the mint and flavor was nice ,1
size of cigarette is very small so it should be big cigarette is soft and after puffing taste is like happy denth this cigarette will be very nice,0
no everything was fine cigarette was smooth and cool,1
it should be strong ,0
it was lite before opening it so it should be strong mint flavor was nice ,0
no changes are required  it is fine [inaudible] ,1
it is lite before opening it but after opening it went hard and nice,0
no everything is fine mints taste and flavor is nice,1
no everything is fine quality is good and puffing is easy ,1
before opening the capsule it was nice but after opening the capsule it was irritating in the throat ,0
it was flavorless,0
yes it should be slightly strong ,0
no everything is fine mint flavor is very nice ,1
it is lite i like it ,1
they should reduce the mint flavor in this cigarette ,0
yes tobacco should be reduced,0
mint is slightly hard so that should be replaced ,0
i think it should be slightly light otherwise everything is fine no,0
no changes are required in it everything is fine no,1
i don̵t think there should be any changes before breaking it was smooth but after breaking it it was slightly hard i don̵t want any changes,0
before breaking the capsule it was a burning feeling in the throat after breaking it there was good flavor there was burning in the throat that is all nothing else,0
it was like smoky and i had sore throat ,0
i think tobacco should be less and mint also should be less that is all,0
no changes are required at all it is absolutely fine,1
the bitterness of this cigarette should be changed,0
before bursting the capsule the taste was very hard it became normal after bursting the capsule,0
after bursting the capsule the mint flavor was very high it caused irritation in the nose and in the throat the hardness should be reduced,0
it is hard and bitter so that should be replaced ,0
before opening the capsule it is fine but after opening the capsule mint is too much so that should be replaced ,0
before opening the capsule it is slightly hard but after opening the capsule it is smooth tobacco should be reduced ,0
amount of tobacco in this cigarette is more and cigarette is hard to smoke,0
capsule button is very heavy [inaudible],0
this cigarette is bit hard and it was hitting inside the throat after burting capsule,0
they should make the tobacco light it is hard while smoking,0
this cigarette is too light they shoould make it hard,0
no flavor is good ,1
before breaking it irritates throat tobacco should be less ,0
taste is good,1
before breaking it irritates throat after breaking it was cool,0
flavor was hard according  to me they should make it soft,0
this cigarette was hard before bursting the capsule it was good after burting capsule,0
before opening the capsule it is slightly hard so that should be replaced ,0
flavor is too much it is irritating in the throat ,0
before opening the capsule puffing is hard and flavor is just okay,0
this cigarette is bit hard they should change the taste of cigarette,0
this cigarette is hard they should make some changes in that,0
it was irritating throat before breaking capsule,0
this cigarette is hard they should reduce amount of tobacco it was hitting inside the throat ,0
this cigarette was strong amount of tobacco was more it was hitting inside the throat and it felt dry inside the throat,0
it was irritating before breaking capsule,0
this cigarette was hard they should reduce the hardness of cigarette,0
before opening the capsule it was irritating in the throat,0
before opening the capsule smoke was not irritating in the throat but after opening the capsule taste is very nice cigarette should be as it is,0
before opening the capsule taste is not nice but after opening the capsule taste is perfect,0
before opening the capsule smoke is hard and it is irritating in the throat cigarette should be lite and puffing is hard ,0
yes flavor should be replaced ,0
tobacco is hard it should be reduced ,0
before opening the capsule it was irritating but after opening the capsule it was fine,0
tobacco is fine mint flavor is too much it should be reduced,0
after burst smoothness is less ,0
it was hard should be light,0
it was light before but then mint flavor was hard,0
no change needed it should be little light before breaking capsule,0
no i liked the taste,1
it was hard at starting but then it was smooth after,0
it is strong,0
product is nice it shoul be light,0
it should be more light,0
flavor is good smoothness is nice,1
it is a good cigarette but it was difficult to burst the capsule this aspect should be changed,0
this cigarette is light and the cooling effect was low it should be little bit strong and the cooling effect should be increased,0
the length of the filter should be increased and the cooling effect should be little bit high,0
it was very difficult to burst the capsule it should be smooth,0
the quality of tobacco should be improved and the hardness should be reduced,0
the mint flavor was very high and it caused irritation in the throat the mint should be reduced,0
flavor was not good,0
its bitterness need to reduce,0
the sweetness of this cigarette is high it should be changed,0
the flavor of this cigarette should be little bit soft,0
it was slightly cold in neck it was poking in neck ,0
it is bit hard,0
after burst it was poking in neck,0
taste was not good i didnt like it,0
filter was not ok,0
smoke and taste was hard after burst,0
after burst it was harsh,0
its hardness need to reduce after burst its mint flavor need to change,0
after burst of capsule it was very hard,0
mint is more it taste sweet,0
before burst it was bitter after burst felt the lemon flavor but it was less in quantity,0
flavor and taste was good,1
it was hard after burst its flavor need to be changed after burst,0
after burst it was very bad taste very bad,0
before opening the capsule smoke was too much and after opening the capsule mint flavor was too much ,0
before opening the capsule it is slightly hard and after opening the capsule it is fine,0
this cigarette was very light before bursting the capsule the mint flavor was good after bursting the capsule,1
this cigarette is light in taste it should be little bit strong,0
before opening the capsule it is fine but after opening the capsule mint flavor is too much ,0
the cigarette was little bit hard before bursting the capsule the hardness should be reduced ,0
this cigarette should be little bit smooth,0
no changes required in this cigarette it is okay the mint flavor was good,1
no changes required in this cigarette the mint was good and it was nice to smoke,1
this cigarette is light it should be little bit strong,0
no changes required in this cigarette i like the orange flavor,1
the mint flavor of this cigarette should be reduced,0
before opening the capsule taste was not good but after opening the capsule taste was fine but it was irritating in the throat ,0
everything is fine but after opening the capsule filter should be slightly hard ,0
it need to be light,0
cigarette is very hard it need to be smooth,0
it should be little light,0
it is smooth while smoking but tobacco taste is bit different,0
button is very hard it need to be soft,0
before opening the capsule it was slightly hard but after opening the capsule it is lite,0
yes it is slightly bitter so that should be replaced ,0
before opening the capsule it was nice after opening the capsule flavor is less,0
before opening the capsule it is slightly hard after opening the capsule it is fine,0
before opening the capsule it was nice after opening the capsule mint flavor was too much ,0
before opening the capsule it was irritating in the throat puffing was hard,0
before opening the capsule it is hard and after opening the capsule mint is too much it should be reduced ,0
changes are needed before breaking capsule it is tight,0
before breaking it is good after breaking it is harsh on throat puffs are easy,0
it was light and after breaking it was hard no need to change ,1
before breaking capsule it was harsh on throat after breaking it was cool,0
it was better before,0
pepper mint quantity is too high after breaking capsule it should be reduced before breaking capsule it is good,0
before breaking capsule puffs are hard after breaking it is smooth feels cool orange flavor is good,0
before breaking capsule it is hard after breaking it is normal,0
before breaking capsule it is good after breaking it is too cool flavor is bad,0
before breaking capsule puffs are hard after breaking capsule it is smooth ,0
after breaking capsule taste was better,1
after breaking capsule taste was good,1
i liked it flavor is good no need to change ,1
before breaking capsule it was hard after breaking capsule it is good filter should be improved,0
it should be smooth before and after breaking capsule ,0
after breaking capsule it is hard smoke is hard it should be normal,0
before it is good after breaking capsule its taste is like bubble gum ,0
before breaking capsule it is good after breaking it is harsh,0
That this is a very good cigarette/ it doesn not hurt in the throat.,1
Blend is smooth and anyone can smoke it. It is not harmful for health. It refreshes your mind.,1
This cigarette was hard and hurts in the throat,0
This is a very good blend but is slightly strong. So you enoy smoking it/ I would say that everyone should start smoking thos cigarette only.,1
I had smoked Gold flake light. But I liked this blend very much. The after taste remains for long time. ,1
I will not make any changes in this blend because I liked it very much.,1
no changes,1
I liked it very much,1
Will not make any changes in it.,1
No need to make any changes. It gives pleasant feel. ,1
cigarette is superb,1
it does not hurt in throat,1
not harmful,1
it is good ,1
not harmful to health,1
cigarette is smooth,1
Will say that tobacco taste is superb,1
tobacco is superb,1
it is good as it is not hurting in throat,1
Not irritation by tobacco,1
very good cigarette does not hurt in the throat,1
it is smooth,1
not smooth,0
taste is good,1
taste is good it does not hurt the throat,1
taste is not bitter,1
Will say that this is a good cigarette and smooth. It does not hurt in the throat and taste is not bitter.,1
I would like to share with my friends that it is a good cigarette and they should try it once. It doesn't cause irritation in the throat.,1
it is a good cigarette and they should try it once,1
I would like to share with my friends that it is a good cigarette and they should try it once. It doesn't cause irritation in the throat.,1
I would like to share with my friends ,1
cigarette very smooth not irritation,1
