,Panel,Product,Likes,Likes_new,Sentiment,Dislikes,Dislikes_new,SentimentDislike
434,Marlts,V476,I would like to share with my friends that it is a very good product and they should try it once.,"['would', 'like', 'share', 'friend', 'very', 'good', 'product', 'should', 'try']",0.94969153,No changes required in the blend. Everything is okay.,"['no', 'change', 'require', 'blend', 'everything', 'okay']",0.9984413
435,Marlts,T295,I would like to share with my friends that it is a new product in the market. It is a good product and it has thick filter.,"['would', 'like', 'share', 'friend', 'new', 'product', 'market', 'good', 'product', 'thick', 'filter']",0.9916545,No changes required in the blend. It was not very hard.,"['no', 'change', 'require', 'blend', 'not', 'very', 'hard']",0.9681247
436,MGA,D782,It is a good product.,"['good', 'product']",0.95046735,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
437,MGA,B845,It was nice to smoke this cigarette.,"['nice', 'smoke', 'cigarette']",0.977423,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
438,Marlts,K817,I would like to share with my friends that it is a good product.,"['would', 'like', 'share', 'friend', 'good', 'product']",0.99003536,No changes required in the blend. It is fine.,"['no', 'change', 'require', 'blend', 'fine']",0.99890006
439,Marlts,V476,Inaudible,['inaudible'],0.3233734,I would like to add some flavors and the cigarette should be a bit more smooth.,"['would', 'like', 'add', 'flavor', 'cigarette', 'should', 'bit', 'smooth']",0.0041385544
440,MGA,K817,This product is average and not very good. I will suggest my friends to try it.,"['product', 'average', 'not', 'very', 'good', 'suggest', 'friend', 'try']",0.98056144,This cigarette should be little bit hard.,"['cigarette', 'should', 'little', 'bit', 'hard']",0.0022863245
441,Marlts,B845,It is a good cigarette. It is strong. It is good for those who are used to strong cigarettes.,"['good', 'cigarette', 'strong', 'good', 'use', 'strong', 'cigarette']",0.42184556,This cigarette should be little bit light.,"['cigarette', 'should', 'little', 'bit', 'light']",0.005777712
442,Marlts,G647,The taste of this cigarette is good and it is similar to my regular brand. It doesn't cause any irritation in the throat.,"['taste', 'cigarette', 'good', 'similar', 'regular', 'brand', 'not', 'irritation', 'throat']",0.6822594,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
443,Marlts,B845,This product is very unique. I like the taste so much. The after taste was also very good.,"['product', 'very', 'unique', 'like', 'taste', 'much', 'after', 'taste', 'also', 'very', 'good']",0.5871494,I would like to change the flavor of this cigarette.,"['would', 'like', 'change', 'flavor', 'cigarette']",0.22769727
444,Marlts,G647,This cigarette is little bit harder than my regular brand. I will suggest my friends to try it once.,"['cigarette', 'little', 'bit', 'harder', 'regular', 'brand', 'suggest', 'friend', 'try']",0.25686347,This cigarette should be smooth and the quantity of tobacco should be reduced.,"['cigarette', 'should', 'smooth', 'quantity', 'tobacco', 'should', 'reduce']",0.0010590077
445,Marlts,D782,This cigarette is strong and it is okay for those who are used to strong cigarettes.,"['cigarette', 'strong', 'okay', 'use', 'strong', 'cigarette']",0.05436684,I would like to add mint flavor for better experience of this cigarette.,"['would', 'like', 'add', 'mint', 'flavor', 'well', 'experience', 'cigarette']",0.14968395
446,Marlts,T295,It is a good cigarette but it is little bit strong.,"['good', 'cigarette', 'but', 'little', 'bit', 'strong']",0.049553897,The blend should be little bit light and rest everything is okay.,"['blend', 'should', 'little', 'bit', 'light', 'rest', 'everything', 'okay']",0.019865543
447,Marlts,T295,There is nothing to share about this cigarette.,"['nothing', 'share', 'cigarette']",0.9940795,The blend should be little bit light and smooth.,"['blend', 'should', 'little', 'bit', 'light', 'smooth']",0.030194195
448,Marlts,D782,Inaudible,['inaudible'],0.3233734,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
449,MGA,B845,I would like to share with my friends that it is a good cigarette and they should use it once.,"['would', 'like', 'share', 'friend', 'good', 'cigarette', 'should', 'use']",0.88297707,No changes required in the blend. The flavor was good.,"['no', 'change', 'require', 'blend', 'flavor', 'good']",0.99897015
450,Marlts,K817,The taste of this cigarette is very good and I will recommend it to my friends.,"['taste', 'cigarette', 'very', 'good', 'recommend', 'friend']",0.9786718,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
451,Marlts,B845,It is a good cigarette. The taste is good.,"['good', 'cigarette', 'taste', 'good']",0.9920838,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
452,Marlts,K817,It is a good brand and it was nice to smoke.,"['good', 'brand', 'nice', 'smoke']",0.99816245,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
453,MGA,K817,This cigarette is very soft and it is harmless. It is very nice to smoke.,"['cigarette', 'very', 'soft', 'harmless', 'very', 'nice', 'smoke']",0.9885467,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
454,MGA,T295,It is a very good cigarette. I will suggest my friends to try it.,"['very', 'good', 'cigarette', 'suggest', 'friend', 'try']",0.9943348,No changes required in the blend. It is very good.,"['no', 'change', 'require', 'blend', 'very', 'good']",0.9992163
455,MGA,D782,It is a good cigarette and the taste is also good.,"['good', 'cigarette', 'taste', 'also', 'good']",0.9861491,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
456,Marlts,B845,I like this cigarette and I will recommend it to my friends.,"['like', 'cigarette', 'recommend', 'friend']",0.7898447,This cigarette should be more smooth for better experience.,"['cigarette', 'should', 'smooth', 'well', 'experience']",0.37705886
457,Marlts,K817,I like this product. It is similar to my regular brand. I will recommend it to my friends.,"['like', 'product', 'similar', 'regular', 'brand', 'recommend', 'friend']",0.859852,No changes required in the blend. Everything is okay.,"['no', 'change', 'require', 'blend', 'everything', 'okay']",0.9984413
458,MGA,G647,This cigarette is very hard and I will advice my friends not to use it.,"['cigarette', 'very', 'hard', 'advice', 'friend', 'not', 'use']",0.13402732,The blend should be little bit light.,"['blend', 'should', 'little', 'bit', 'light']",0.019907529
459,Marlts,B845,I like this cigarette to some extent. I will suggest my friends to try it.,"['like', 'cigarette', 'extent', 'suggest', 'friend', 'try']",0.96426755,I would like to reduced the quantity of tobacco and increase the flavor.,"['would', 'like', 'reduce', 'quantity', 'tobacco', 'increase', 'flavor']",0.0017013961
460,MGA,D782,I would like to share with my friends that it is a good cigarette.,"['would', 'like', 'share', 'friend', 'good', 'cigarette']",0.99286073,No changes required in the blend. It is good.,"['no', 'change', 'require', 'blend', 'good']",0.99936146
461,MGA,K817,It is a good product. It is light and the taste is also good.,"['good', 'product', 'light', 'taste', 'also', 'good']",0.94745755,No changes required in the blend. It is okay.,"['no', 'change', 'require', 'blend', 'okay']",0.9982912
462,Marlts,K817,The quantity of tobacco is very high and the taste is not that good.,"['quantity', 'tobacco', 'very', 'high', 'taste', 'not', 'good']",0.05684438,The quantity of tobacco should be reduced and the cigarette should be smooth.,"['quantity', 'tobacco', 'should', 'reduce', 'cigarette', 'should', 'smooth']",0.0010707047
463,Marlts,V476,I would like to share with my friends that it is a good product and they should try it.,"['would', 'like', 'share', 'friend', 'good', 'product', 'should', 'try']",0.96088374,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
464,MGA,B845,This brand is very light and it has no kick. I will still recommend it to my friends.,"['brand', 'very', 'light', 'no', 'kick', 'still', 'recommend', 'friend']",0.9617978,The quantity of tobacco should be increased so that the cigarette would be much better.,"['quantity', 'tobacco', 'should', 'increase', 'cigarette', 'would', 'much', 'well']",0.0045803343
465,MGA,T295,Blank,['blank'],0.78981745,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
466,Marlts,K817,It is also a good brand. I will recommend it to my friends.,"['also', 'good', 'brand', 'recommend', 'friend']",0.99023134,No changes required in the blend. It is okay.,"['no', 'change', 'require', 'blend', 'okay']",0.9982912
467,MGA,V476,It is a good product. It has recently launched in the market.,"['good', 'product', 'recently', 'launch', 'market']",0.95046735,No changes required in the blend. It is good.,"['no', 'change', 'require', 'blend', 'good']",0.99936146
468,MGA,T295,It is very nice to smoke this cigarette. It is better than the previous one. It is smooth and it doesn't cause any problem while smoking.,"['very', 'nice', 'smoke', 'cigarette', 'well', 'previous', 'one', 'smooth', 'not', 'problem', 'smoking']",0.66079867,No changes required in the blend. It is good.,"['no', 'change', 'require', 'blend', 'good']",0.99936146
469,MGA,G647,This cigarette is medium. The quantity of tobacco is good.,"['cigarette', 'medium', 'quantity', 'tobacco', 'good']",0.586918,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
470,MGA,V476,This cigarette is very strong. It caused irritation in the throat. I won't share anything about it.,"['cigarette', 'very', 'strong', 'cause', 'irritation', 'throat', 'not', 'share', 'anything']",0.052925456,I would like to reduced the quantity of tobacco.,"['would', 'like', 'reduce', 'quantity', 'tobacco']",0.005990206
471,MGA,B845,This cigarette is smooth and it didn't cause irritation in the throat.,"['cigarette', 'smooth', 'not', 'irritation', 'throat']",0.5111617,No changes required in the blend. The cigarette was perfect.,"['no', 'change', 'require', 'blend', 'cigarette', 'perfect']",0.99936146
472,MGA,G647,This cigarette was okay. It was very light and I didn't enjoy it much.,"['cigarette', 'okay', 'very', 'light', 'not', 'enjoy', 'much']",0.24669462,This cigarette is very light. It should be little bit hard for better experience.,"['cigarette', 'very', 'light', 'should', 'little', 'bit', 'hard', 'well', 'experience']",0.0027363512
473,Marlts,D782,It is a good cigarette. It is light and the flavor is also good.,"['good', 'cigarette', 'light', 'flavor', 'also', 'good']",0.96143526,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
474,Marlts,K817,It was nice to smoke this cigarette. The quality of smoke was good and the taste was also good.,"['nice', 'smoke', 'cigarette', 'quality', 'smoke', 'good', 'taste', 'also', 'good']",0.9949005,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
475,MGA,K817,This product is okay. It is light and the taste is also good.,"['product', 'okay', 'light', 'taste', 'also', 'good']",0.8636507,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
476,MGA,B845,This cigarette is very strong. It caused irritation in the throat. I won't share anything about it.,"['cigarette', 'very', 'strong', 'cause', 'irritation', 'throat', 'not', 'share', 'anything']",0.052925456,I would like to reduce the quantity of tobacco.,"['would', 'like', 'reduce', 'quantity', 'tobacco']",0.005990206
477,MGA,V476,It is a good cigarette and I will recommend it to my friends.,"['good', 'cigarette', 'recommend', 'friend']",0.98084,I would like to add menthol flavor in this cigarette.,"['would', 'like', 'add', 'menthol', 'flavor', 'cigarette']",0.018796757
478,Marlts,D782,I would like to share with my friends that it is a good product.,"['would', 'like', 'share', 'friend', 'good', 'product']",0.99003536,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
479,Marlts,D782,I would like to share with my friends that it is a good product.,"['would', 'like', 'share', 'friend', 'good', 'product']",0.99003536,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
480,Marlts,G647,This cigarette is hard.,"['cigarette', 'hard']",0.33748987,I would like to change the tobacco in this cigarette. ,"['would', 'like', 'change', 'tobacco', 'cigarette']",0.11966853
481,Marlts,K817,I like this cigarette and I will recommend it to my friends.,"['like', 'cigarette', 'recommend', 'friend']",0.7898447,The quantity of tobacco should be little bit increased.,"['quantity', 'tobacco', 'should', 'little', 'bit', 'increase']",0.0010365705
482,Marlts,K817,It is a strong cigarette. I didn't like it much.,"['strong', 'cigarette', 'not', 'like', 'much']",0.04549489,The quantity of tobacco should be increased and the cigarette should be little bit strong.,"['quantity', 'tobacco', 'should', 'increase', 'cigarette', 'should', 'little', 'bit', 'strong']",0.00022699901
483,Marlts,B845,It is a good cigarette.,"['good', 'cigarette']",0.96528995,The quantity of tobacco should be reduced.,"['quantity', 'tobacco', 'should', 'reduce']",0.0041265427
484,MGA,G647,It is a good cigarette. It is light and smooth.,"['good', 'cigarette', 'light', 'smooth']",0.96673375,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
485,MGA,D782,It is a very good cigarette and it doesn't cause any irritation in the throat. I will recommend it to my friends.,"['very', 'good', 'cigarette', 'not', 'irritation', 'throat', 'recommend', 'friend']",0.5412435,The quantity of tobacco should be slightly increased.,"['quantity', 'tobacco', 'should', 'slightly', 'increase']",0.0016269386
486,Marlts,K817,I would like to share with my friends that it is a good cigarette and the taste is also good.,"['would', 'like', 'share', 'friend', 'good', 'cigarette', 'taste', 'also', 'good']",0.9963994,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
487,Marlts,D782,I would like to share with my friends that it is a good cigarette and the taste is also good.,"['would', 'like', 'share', 'friend', 'good', 'cigarette', 'taste', 'also', 'good']",0.9963994,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
488,Marlts,D782,I like this product so much. It was smooth and nice to smoke. I will recommend it to my friends.,"['like', 'product', 'much', 'smooth', 'nice', 'smoke', 'recommend', 'friend']",0.97846174,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
489,MGA,B845,I would like to share with my friends that it is a good cigarette and they should try it.,"['would', 'like', 'share', 'friend', 'good', 'cigarette', 'should', 'try']",0.9769383,No changes required in the blend. It is good.,"['no', 'change', 'require', 'blend', 'good']",0.99936146
490,MGA,K817,It is a good cigarette. It is nice to smoke and I will recommend it to my friends.,"['good', 'cigarette', 'nice', 'smoke', 'recommend', 'friend']",0.99598205,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
491,MGA,B845,It is a very good product and I will recommend it to my friends.,"['very', 'good', 'product', 'recommend', 'friend']",0.9630703,No changes required in the blend. It is a very good product.,"['no', 'change', 'require', 'blend', 'very', 'good', 'product']",0.99840325
492,Marlts,D782,The tobacco is little bit hard and it caused irritation in the throat. I didn't like this cigarette.,"['tobacco', 'little', 'bit', 'hard', 'cause', 'irritation', 'throat', 'not', 'like', 'cigarette']",0.0008028468,The hardness of tobacco should be reduced and the length of filter should be increased.,"['hardness', 'tobacco', 'should', 'reduce', 'length', 'filter', 'should', 'increase']",0.00018730528
493,MGA,V476,This cigarette is okay. It was nice to smoke and I will recommend it to my friends.,"['cigarette', 'okay', 'nice', 'smoke', 'recommend', 'friend']",0.99088085,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
494,MGA,T295,It is a good cigarette. The taste is good. It is light and smooth. I like it.,"['good', 'cigarette', 'taste', 'good', 'light', 'smooth', 'like']",0.97417146,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
495,Marlts,D782,It is a good cigarette. The taste is good. It is light and smooth. I like it.,"['good', 'cigarette', 'taste', 'good', 'light', 'smooth', 'like']",0.97417146,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
496,MGA,T295,It was very nice to smoke this cigarette. I will recommend it to my friends.,"['very', 'nice', 'smoke', 'cigarette', 'recommend', 'friend']",0.9810616,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
497,Marlts,G647,It is a light and smooth cigarette. It is okay.,"['light', 'smooth', 'cigarette', 'okay']",0.89764047,This cigarette should be little bit strong.,"['cigarette', 'should', 'little', 'bit', 'strong']",0.002619741
498,Marlts,V476,I like this cigarette so much. ,"['like', 'cigarette', 'much']",0.46594122,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
499,MGA,G647,It is a very good cigarette. I like it and I will recommend it to my friends.,"['very', 'good', 'cigarette', 'like', 'recommend', 'friend']",0.9555305,I would like to increase the size of this cigarette and rest everything is fine.,"['would', 'like', 'increase', 'size', 'cigarette', 'rest', 'everything', 'fine']",0.06251841
500,Marlts,G647,This cigarette is smooth and it didn't cause irritation in the throat. The taste is similar to my regular brand.,"['cigarette', 'smooth', 'not', 'irritation', 'throat', 'taste', 'similar', 'regular', 'brand']",0.33888388,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
501,Marlts,T295,It is a good cigarette. It is very nice to smoke and I will recommend it to my friends.,"['good', 'cigarette', 'very', 'nice', 'smoke', 'recommend', 'friend']",0.9943532,No changes required in the blend. It is a very good cigarette.,"['no', 'change', 'require', 'blend', 'very', 'good', 'cigarette']",0.99875295
502,MGA,T295,I didn't like much about the taste of this cigarette.,"['not', 'like', 'much', 'taste', 'cigarette']",0.1750463,I would like to change the taste. It should be soft.,"['would', 'like', 'change', 'taste', 'should', 'soft']",0.042680267
503,MGA,T295,This cigarette is medium. It is little bit hard. It is easy to take puffs and the kick is perfect.,"['cigarette', 'medium', 'little', 'bit', 'hard', 'easy', 'take', 'puff', 'kick', 'perfect']",0.079487294,This cigarette should be slightly light.,"['cigarette', 'should', 'slightly', 'light']",0.010609649
504,MGA,G647,It is nice to smoke this cigarette. It is smooth and I will recommend it to my friends.,"['nice', 'smoke', 'cigarette', 'smooth', 'recommend', 'friend']",0.9902632,No changes required in the blend. It is smooth and I like it so much.,"['no', 'change', 'require', 'blend', 'smooth', 'like', 'much']",0.9944695
505,MGA,G647,It was very nice to smoke this cigarette. It is smooth and I will recommend it to my friends.,"['very', 'nice', 'smoke', 'cigarette', 'smooth', 'recommend', 'friend']",0.9883773,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
506,MGA,T295,It was nice to smoke this cigarette and I will recommend it to my friends.,"['nice', 'smoke', 'cigarette', 'recommend', 'friend']",0.98411554,No changes required in the blend. It is a very good product.,"['no', 'change', 'require', 'blend', 'very', 'good', 'product']",0.99840325
507,MGA,V476,This cigarette is strong and it causes irritation in the throat.,"['cigarette', 'strong', 'cause', 'irritation', 'throat']",0.032622505,The quantity of tobacco should be reduced and rest everything is fine.,"['quantity', 'tobacco', 'should', 'reduce', 'rest', 'everything', 'fine']",0.0060382625
508,Marlts,V476,I like this cigarette so much. The flavor of tobacco is also good.,"['like', 'cigarette', 'much', 'flavor', 'tobacco', 'also', 'good']",0.4204644,The quantity of tobacco should be increased.,"['quantity', 'tobacco', 'should', 'increase']",0.007940413
509,MGA,G647,It was very nice to smoke this cigarette. It makes me feel refreshing.,"['very', 'nice', 'smoke', 'cigarette', 'make', 'feel', 'refresh']",0.98247325,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
510,MGA,T295,I didn't like this cigarette and I will share the same with my friends.,"['not', 'like', 'cigarette', 'share', 'friend']",0.95047593,This cigarette should be smooth.,"['cigarette', 'should', 'smooth']",0.263166
511,MGA,V476,I didn't like anything about this cigarette. I will tell my friends to try it if they are interested.,"['not', 'like', 'anything', 'cigarette', 'tell', 'friend', 'try', 'interested']",0.94408756,I would like to change the level of tobacco and the filter.,"['would', 'like', 'change', 'level', 'tobacco', 'filter']",0.11630274
512,Marlts,T295,It is nice to smoke this cigarette. It is smooth and I will recommend it to my friends.,"['nice', 'smoke', 'cigarette', 'smooth', 'recommend', 'friend']",0.9902632,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
513,MGA,K817,This cigarette is very smooth and I will recommend it to my friends.,"['cigarette', 'very', 'smooth', 'recommend', 'friend']",0.9534117,The quantity of tobacco should be little bit increased for better experience.,"['quantity', 'tobacco', 'should', 'little', 'bit', 'increase', 'well', 'experience']",0.0020098726
514,MGA,V476,Inaudible,['inaudible'],0.3233734,Inaudible,['inaudible'],0.3233734
515,MGA,K817,I would like to share with my friends that this cigarette is better than the previous one. It was light and easy to take puffs.,"['would', 'like', 'share', 'friend', 'cigarette', 'well', 'previous', 'one', 'light', 'easy', 'take', 'puff']",0.9462748,I would like to add honey dew flavor.,"['would', 'like', 'add', 'honey', 'dew', 'flavor']",0.055064704
516,MGA,D782,This cigarette is little bit strong and the amount of smoke is good.,"['cigarette', 'little', 'bit', 'strong', 'amount', 'smoke', 'good']",0.021748267,The quantity of tobacco should be reduced.,"['quantity', 'tobacco', 'should', 'reduce']",0.0041265427
517,Marlts,D782,This cigarette is similar to Gold Flake Light.,"['cigarette', 'similar', 'gold', 'flake', 'light']",0.8995511,I would like to add mint flavor for better experience of this cigarette.,"['would', 'like', 'add', 'mint', 'flavor', 'well', 'experience', 'cigarette']",0.14968395
518,Marlts,K817,It is a very good cigarette and I will recommend it to my friends.,"['very', 'good', 'cigarette', 'recommend', 'friend']",0.9777458,No changes required in the blend. It is good.,"['no', 'change', 'require', 'blend', 'good']",0.99936146
519,MGA,G647,It was nice to smoke this cigarette. I enjoyed smoking. It didn't cause any problem.,"['nice', 'smoke', 'cigarette', 'enjoy', 'smoking', 'not', 'problem']",0.6541848,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
520,Marlts,B845,It is a good cigarette. It is soft and nice to smoke.,"['good', 'cigarette', 'soft', 'nice', 'smoke']",0.9969332,No changes required in the blend. Everything is fine.,"['no', 'change', 'require', 'blend', 'everything', 'fine']",0.9989768
521,MGA,K817,It is a good cigarette and I will recommend it to my friends.,"['good', 'cigarette', 'recommend', 'friend']",0.98084,No changes required in the blend. It is good.,"['no', 'change', 'require', 'blend', 'good']",0.99936146
522,Marlts,T295,I would like to share with my friends that it is a good cigarette and they should try it.,"['would', 'like', 'share', 'friend', 'good', 'cigarette', 'should', 'try']",0.9769383,No changes required in the blend. It is okay.,"['no', 'change', 'require', 'blend', 'okay']",0.9982912
523,Marlts,B845,This cigarette is very smooth and it is nice to smoke.,"['cigarette', 'very', 'smooth', 'nice', 'smoke']",0.99209607,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
524,Marlts,D782,This cigarette is strong and it causes irritation in the throat.,"['cigarette', 'strong', 'cause', 'irritation', 'throat']",0.032622505,The hardness of this cigarette should be reduced. ,"['hardness', 'cigarette', 'should', 'reduce']",0.0057222946
525,Marlts,D782,This cigarette is little bit smooth and I will recommend it to my friends.,"['cigarette', 'little', 'bit', 'smooth', 'recommend', 'friend']",0.343348,I would like to make it dual filter cigarette. The harshness should be reduced as well.,"['would', 'like', 'make', 'dual', 'filter', 'cigarette', 'harshness', 'should', 'reduce', 'well']",0.0051225624
526,Marlts,V476,It is nice to smoke this cigarette. It is smooth and I will recommend it to my friends.,"['nice', 'smoke', 'cigarette', 'smooth', 'recommend', 'friend']",0.9902632,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
527,MGA,K817,I would like to share with my friends that it is a good product. It is smooth and the quality of smoke is also good. It is harmless as well.,"['would', 'like', 'share', 'friend', 'good', 'product', 'smooth', 'quality', 'smoke', 'also', 'good', 'harmless', 'well']",0.99702674,No changes required in the blend. It is a good cigarette.,"['no', 'change', 'require', 'blend', 'good', 'cigarette']",0.99918264
528,MGA,D782,This cigarette is little bit bitter in taste. It was hard and I didn't like it.,"['cigarette', 'little', 'bit', 'bitter', 'taste', 'hard', 'not', 'like']",0.0022062338,The quantity of tobacco should be reduced.,"['quantity', 'tobacco', 'should', 'reduce']",0.0041265427
529,Marlts,B845,It is a very good cigarette. I like it so much and I will recommend it to my friends.,"['very', 'good', 'cigarette', 'like', 'much', 'recommend', 'friend']",0.8661642,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
530,MGA,B845,This product is little bit light. It is good for new users but regular users need a bit harder one.,"['product', 'little', 'bit', 'light', 'good', 'new', 'user', 'but', 'regular', 'user', 'need', 'bit', 'harder', 'one']",0.0060712406,I would like to increase the hardness of this cigarette because it is very light.,"['would', 'like', 'increase', 'hardness', 'cigarette', 'very', 'light']",0.02008514
531,MGA,K817,It is a good cigarette. The taste is similar to my regular brand. I will recommend it to my friends.,"['good', 'cigarette', 'taste', 'similar', 'regular', 'brand', 'recommend', 'friend']",0.9715825,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
532,Marlts,B845,I didn't like mush about this cigarette but I will suggest my friends to try it.,"['not', 'like', 'mush', 'cigarette', 'but', 'suggest', 'friend', 'try']",0.8409635,The flavor should be reduced in this cigarette.,"['flavor', 'should', 'reduce', 'cigarette']",0.006415337
533,MGA,K817,This cigarette is okay.,"['cigarette', 'okay']",0.84758425,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
534,MGA,K817,It is a good brand. It was smooth and nice to smoke. I like it.,"['good', 'brand', 'smooth', 'nice', 'smoke', 'like']",0.9965485,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
535,Marlts,T295,The flavor of this cigarette is good. I observed cooling sensation in the throat while smoking.,"['flavor', 'cigarette', 'good', 'observe', 'cool', 'sensation', 'throat', 'smoking']",0.058388744,No changes required in the blend. The flavor was good.,"['no', 'change', 'require', 'blend', 'flavor', 'good']",0.99897015
536,MGA,G647,This cigarette is smooth and I will recommend it to my friends.,"['cigarette', 'smooth', 'recommend', 'friend']",0.95541686,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
537,MGA,B845,It is a good product. I like it and I will recommend it to my friends.,"['good', 'product', 'like', 'recommend', 'friend']",0.93424624,No changes required in the blend. It is okay.,"['no', 'change', 'require', 'blend', 'okay']",0.9982912
538,MGA,G647,It is a good product and I will recommend it to my friends.,"['good', 'product', 'recommend', 'friend']",0.96826774,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
539,Marlts,T295,It is a very good product. It was very nice to smoke. I will recommend it to my friends.,"['very', 'good', 'product', 'very', 'nice', 'smoke', 'recommend', 'friend']",0.989781,No changes required in the blend. It is good.,"['no', 'change', 'require', 'blend', 'good']",0.99936146
540,MGA,G647,This cigarette is strong and it caused irritation in the throat. I didn't like it.,"['cigarette', 'strong', 'cause', 'irritation', 'throat', 'not', 'like']",0.00863165,Inaudible,['inaudible'],0.3233734
541,MGA,T295,It is a good cigarette. It is smooth and nice to smoke. I will recommend it to my friends.,"['good', 'cigarette', 'smooth', 'nice', 'smoke', 'recommend', 'friend']",0.9971744,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
542,MGA,V476,I didn't like much about this cigarette but I will suggest my friends to try it.,"['not', 'like', 'much', 'cigarette', 'but', 'suggest', 'friend', 'try']",0.7038746,The quantity of tobacco should be reduced.,"['quantity', 'tobacco', 'should', 'reduce']",0.0041265427
543,MGA,T295,It is a good cigarette. It is little bit soft. I will recommend it to my friends.,"['good', 'cigarette', 'little', 'bit', 'soft', 'recommend', 'friend']",0.6686669,I would like to increase the hardness of tobacco.,"['would', 'like', 'increase', 'hardness', 'tobacco']",0.010206868
544,Marlts,V476,I didn't like this cigarette but I will tell my friends to try it if they are interested.,"['not', 'like', 'cigarette', 'but', 'tell', 'friend', 'try', 'interested']",0.9433653,I would like to change the taste and the flavor of this cigarette.,"['would', 'like', 'change', 'taste', 'flavor', 'cigarette']",0.24739785
545,MGA,V476,This cigarette is hard and it causes irritation in the throat.,"['cigarette', 'hard', 'cause', 'irritation', 'throat']",0.021820398,This cigarette should be light and the filter should be thick.,"['cigarette', 'should', 'light', 'filter', 'should', 'thick']",0.0072942893
546,MGA,G647,This cigarette is very strong and it causes irritation in the throat. I didn't like it much.,"['cigarette', 'very', 'strong', 'cause', 'irritation', 'throat', 'not', 'like', 'much']",0.0041112783,I would like to make it light.,"['would', 'like', 'make', 'light']",0.13141106
547,MGA,T295,This cigarette is very smooth and it is easy to take puffs. The kick is perfect.,"['cigarette', 'very', 'smooth', 'easy', 'take', 'puff', 'kick', 'perfect']",0.99006325,No changes required in the blend. It was easy to take puffs and the taste is also very good.,"['no', 'change', 'require', 'blend', 'easy', 'take', 'puff', 'taste', 'also', 'very', 'good']",0.9874112
548,MGA,V476,This cigarette is light and better than other regular cigarette. I like it.,"['cigarette', 'light', 'well', 'regular', 'cigarette', 'like']",0.5915561,No changes required in the blend. It is okay.,"['no', 'change', 'require', 'blend', 'okay']",0.9982912
549,MGA,V476,I didn't like much about this cigarette. I will advice my friends not to use it.,"['not', 'like', 'much', 'cigarette', 'advice', 'friend', 'not', 'use']",0.26004428,I would like to reduce the hardness of this cigarette.,"['would', 'like', 'reduce', 'hardness', 'cigarette']",0.007373597
